store_primary_category,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_duration,partner_density,order_day,order_hour,order_period,busy_ratio,avg_item_price,order_size,grouped_category,order_period_encoded,log_delivery_duration,is_high_duration
american,4,3780,4,695,1295,32.0,38.0,55.0,5686.0,0.5714285714285714,Thursday,3,Night,1.1515151515151516,945.0,Medium,American,3,8.645938147306799,1
mexican,4,3726,3,399,799,19.0,20.0,25.0,6127.0,0.7307692307692307,Tuesday,1,Night,1.0,931.5,Medium,Mexican,3,8.720623711420426,1
italian,3,3985,3,795,1895,21.0,24.0,48.0,5560.0,0.4285714285714285,Thursday,4,Night,1.0909090909090908,1328.3333333333333,Medium,Italian,3,8.623533227187563,1
american,5,2417,3,224,1010,70.0,68.0,131.0,5273.0,0.5303030303030303,Saturday,2,Night,0.9577464788732394,483.4,Medium,American,3,8.570544366913232,1
american,3,1777,3,199,829,37.0,42.0,42.0,4978.0,0.8604651162790697,Tuesday,1,Night,1.105263157894737,592.3333333333334,Medium,American,3,8.512984346642183,1
mexican,1,689,1,659,659,14.0,14.0,19.0,6358.0,0.7,Friday,21,Evening,0.9333333333333332,689.0,Small,Mexican,1,8.757626411267408,1
american,3,3708,2,189,3399,21.0,21.0,35.0,5360.0,0.5833333333333334,Monday,3,Night,0.9545454545454546,1236.0,Small,American,3,8.586905803827538,1
mexican,4,3395,3,695,995,24.0,22.0,23.0,5049.0,1.0,Tuesday,1,Night,0.88,848.75,Medium,Mexican,3,8.527143522269405,1
mexican,4,3480,4,595,1095,45.0,44.0,54.0,5055.0,0.8181818181818182,Monday,1,Night,0.9565217391304348,870.0,Medium,Mexican,3,8.528330935826693,1
burger,2,1178,1,410,410,22.0,21.0,38.0,5060.0,0.5641025641025641,Sunday,2,Night,0.9130434782608696,589.0,Small,Fast Food,3,8.529319371214077,1
pizza,2,1668,2,119,1399,7.0,8.0,7.0,5717.0,0.875,Tuesday,2,Night,1.0,834.0,Small,Italian,3,8.651374372882257,1
pizza,3,2147,3,299,1099,6.0,8.0,8.0,5913.0,0.6666666666666666,Thursday,2,Night,1.1428571428571428,715.6666666666666,Medium,Italian,3,8.685077700412423,1
chinese,4,2235,4,199,859,9.0,7.0,7.0,6099.0,1.125,Monday,22,Night,0.7,558.75,Medium,Asian,3,8.716044050161402,1
american,2,2400,1,1200,1200,18.0,18.0,24.0,5238.0,0.72,Sunday,2,Night,0.9473684210526316,1200.0,Small,American,3,8.56388591940822,1
american,4,3650,3,650,1200,9.0,11.0,17.0,5638.0,0.5,Monday,1,Night,1.1,912.5,Medium,American,3,8.637462023807181,1
american,2,2300,1,1150,1150,15.0,15.0,24.0,5073.0,0.6,Friday,2,Night,0.9375,1150.0,Small,American,3,8.531884740159228,1
american,1,1200,1,600,600,12.0,15.0,16.0,5243.0,0.7058823529411765,Thursday,19,Evening,1.1538461538461535,1200.0,Small,American,1,8.56483984488359,1
american,2,2300,2,1150,1150,2.0,6.0,11.0,5365.0,0.1666666666666666,Sunday,23,Night,2.0,1150.0,Small,American,3,8.58783803098557,1
american,2,1700,2,550,1150,16.0,16.0,21.0,5474.0,0.7272727272727273,Thursday,2,Night,0.9411764705882352,850.0,Small,American,3,8.607947554684701,1
american,2,2300,2,1150,1150,3.0,5.0,13.0,5365.0,0.2142857142857142,Sunday,23,Night,1.25,1150.0,Small,American,3,8.58783803098557,1
chinese,3,2340,3,650,895,123.0,93.0,173.0,5622.0,0.7068965517241379,Saturday,2,Night,0.75,780.0,Medium,Asian,3,8.634620608292202,1
salad,3,1227,3,379,429,6.0,6.0,9.0,5491.0,0.6,Friday,16,Afternoon,0.8571428571428571,409.0,Medium,Healthy,0,8.61104776688786,1
salad,4,2386,4,219,839,102.0,98.0,133.0,6038.0,0.7611940298507462,Thursday,2,Night,0.9514563106796116,596.5,Medium,Healthy,3,8.705993714307901,1
salad,2,758,2,249,509,8.0,9.0,6.0,5182.0,1.1428571428571428,Wednesday,16,Afternoon,1.0,379.0,Small,Healthy,0,8.553139318189707,1
salad,2,1407,2,429,838,101.0,89.0,141.0,5507.0,0.7112676056338029,Friday,2,Night,0.8725490196078431,703.5,Small,Healthy,3,8.613956859848546,1
salad,5,3354,4,199,779,64.0,65.0,137.0,5584.0,0.463768115942029,Monday,2,Night,1.0,670.8,Medium,Healthy,3,8.6278397115033,1
mexican,2,1990,2,695,1295,76.0,75.0,153.0,5364.0,0.4935064935064935,Monday,2,Night,0.974025974025974,995.0,Small,Mexican,3,8.587651655064798,1
burger,3,4187,3,1099,1429,3.0,3.0,4.0,6377.0,0.6,Thursday,1,Night,0.75,1395.6666666666667,Medium,Fast Food,3,8.760609847570002,1
pizza,2,1538,2,299,1199,5.0,4.0,7.0,5077.0,0.625,Monday,1,Night,0.6666666666666666,769.0,Small,Italian,3,8.532672762264625,1
pizza,6,4274,6,149,1099,6.0,6.0,7.0,5355.0,0.75,Monday,21,Evening,0.8571428571428571,712.3333333333334,Medium,Italian,1,8.585972706811063,1
pizza,1,1159,1,1159,1159,3.0,4.0,6.0,6248.0,0.4285714285714285,Thursday,1,Night,1.0,1159.0,Small,Italian,3,8.740176729929082,1
pizza,1,1199,1,1199,1199,0.0,2.0,7.0,5138.0,0.0,Monday,3,Night,2.0,1199.0,Small,Italian,3,8.54461378699223,1
pizza,3,4447,3,1099,1559,1.0,1.0,2.0,6102.0,0.3333333333333333,Sunday,1,Night,0.5,1482.3333333333333,Medium,Italian,3,8.716535732544495,1
pizza,2,2648,2,1149,1199,5.0,5.0,7.0,5593.0,0.625,Monday,2,Night,0.8333333333333334,1324.0,Small,Italian,3,8.629449873761905,1
pizza,2,3208,2,729,2479,3.0,3.0,2.0,5164.0,1.0,Wednesday,1,Night,0.75,1604.0,Small,Italian,3,8.549660381553739,1
pizza,1,1529,1,1129,1129,3.0,3.0,6.0,5252.0,0.4285714285714285,Tuesday,2,Night,0.75,1529.0,Small,Italian,3,8.566554620953962,1
mexican,2,2590,2,1095,1495,8.0,8.0,10.0,5161.0,0.7272727272727273,Sunday,21,Evening,0.8888888888888888,1295.0,Small,Mexican,1,8.54907938027856,1
other,1,825,1,825,825,25.0,25.0,35.0,4936.0,0.6944444444444444,Sunday,2,Night,0.9615384615384616,825.0,Small,Other,3,8.504513138258863,1
pizza,2,1590,2,795,795,7.0,7.0,10.0,6142.0,0.6363636363636364,Monday,1,Night,0.875,795.0,Small,Italian,3,8.723068501163928,1
pizza,2,1190,2,395,795,14.0,12.0,17.0,5232.0,0.7777777777777778,Saturday,3,Night,0.8,595.0,Small,Italian,3,8.562740006372207,1
thai,4,3480,4,595,995,54.0,54.0,98.0,5039.0,0.5454545454545454,Thursday,3,Night,0.9818181818181818,870.0,Medium,Asian,3,8.525161361065415,1
dessert,4,6180,4,1195,1795,15.0,16.0,20.0,4923.0,0.7142857142857143,Wednesday,1,Night,1.0,1545.0,Medium,Desserts,3,8.501876487304344,1
dessert,5,4675,5,295,1695,34.0,34.0,52.0,5206.0,0.6415094339622641,Monday,3,Night,0.9714285714285714,935.0,Medium,Desserts,3,8.557759153162898,1
dessert,3,3385,3,695,1695,14.0,24.0,47.0,5985.0,0.2916666666666667,Monday,4,Night,1.6,1128.3333333333333,Medium,Desserts,3,8.697178688412643,1
dessert,3,4780,3,895,1695,35.0,35.0,42.0,5102.0,0.813953488372093,Friday,2,Night,0.9722222222222222,1593.3333333333333,Medium,Desserts,3,8.537583881063972,1
dessert,2,2600,2,1150,1450,33.0,34.0,44.0,5917.0,0.7333333333333333,Thursday,3,Night,1.0,1300.0,Small,Desserts,3,8.685753832960154,1
chinese,2,3220,1,975,975,50.0,49.0,51.0,5076.0,0.9615384615384616,Sunday,2,Night,0.9607843137254902,1610.0,Small,Asian,3,8.532475814947395,1
chinese,3,2325,3,675,975,40.0,40.0,44.0,5219.0,0.8888888888888888,Tuesday,2,Night,0.975609756097561,775.0,Medium,Asian,3,8.560252680876685,1
salad,2,1798,1,899,899,21.0,20.0,16.0,6215.0,1.2352941176470589,Wednesday,20,Evening,0.9090909090909092,899.0,Small,Healthy,1,8.734881892047483,1
salad,2,1798,1,899,899,21.0,20.0,16.0,6171.0,1.2352941176470589,Wednesday,20,Evening,0.9090909090909092,899.0,Small,Healthy,1,8.72777821348305,1
bubble-tea,4,1250,4,225,325,9.0,8.0,12.0,5347.0,0.6923076923076923,Monday,2,Night,0.8,312.5,Medium,Beverages,3,8.584477938221834,1
barbecue,2,4490,2,1895,2595,44.0,41.0,41.0,5185.0,1.0476190476190477,Thursday,0,Night,0.9111111111111112,2245.0,Small,American,3,8.55371796609861,1
american,3,2777,3,779,1099,2.0,1.0,0.0,6311.0,2.0,Monday,15,Afternoon,0.3333333333333333,925.6666666666666,Medium,American,0,8.750207862525711,1
breakfast,2,787,2,301,486,0.0,1.0,3.0,5398.0,0.0,Monday,20,Evening,1.0,393.5,Small,Other,1,8.593969030218288,1
pizza,1,1690,1,1090,1091,29.0,25.0,47.0,5675.0,0.6041666666666666,Saturday,3,Night,0.8333333333333334,1690.0,Small,Italian,3,8.644002038279933,1
pizza,4,1628,2,115,699,14.0,16.0,41.0,6029.0,0.3333333333333333,Monday,3,Night,1.0666666666666669,407.0,Small,Italian,3,8.704502289721232,1
sandwich,14,5850,9,26,599,55.0,55.0,109.0,4952.0,0.5,Thursday,3,Night,0.9821428571428572,417.8571428571428,Large,Fast Food,3,8.507748732588238,1
indian,8,4314,5,420,703,60.0,77.0,96.0,6158.0,0.6185567010309279,Sunday,2,Night,1.2622950819672132,539.25,Medium,Indian,3,8.725669705687043,1
fast,1,2699,1,2699,2699,5.0,5.0,5.0,5027.0,0.8333333333333334,Monday,23,Night,0.8333333333333334,2699.0,Small,Fast Food,3,8.522777569710138,1
american,2,2500,2,1100,1400,1.0,1.0,0.0,5833.0,1.0,Sunday,17,Evening,0.5,1250.0,Small,American,1,8.671458150427666,1
american,2,2200,1,1100,1100,8.0,7.0,7.0,4946.0,1.0,Saturday,3,Night,0.7777777777777778,1100.0,Small,American,3,8.506536611227709,1
italian,3,4085,3,1095,1695,54.0,72.0,106.0,6391.0,0.5046728971962616,Sunday,2,Night,1.309090909090909,1361.6666666666667,Medium,Italian,3,8.76280248744611,1
fast,5,1310,3,145,350,10.0,10.0,16.0,5207.0,0.5882352941176471,Thursday,0,Night,0.9090909090909092,262.0,Medium,Fast Food,3,8.557951183888406,1
fast,6,3237,4,350,669,16.0,17.0,36.0,5063.0,0.4324324324324324,Tuesday,2,Night,1.0,539.5,Medium,Fast Food,3,8.529911963824013,1
fast,1,639,1,639,639,14.0,10.0,9.0,5194.0,1.4,Friday,21,Evening,0.6666666666666666,639.0,Small,Fast Food,1,8.555451903533328,1
fast,4,1400,1,350,350,11.0,11.0,20.0,6197.0,0.5238095238095238,Wednesday,2,Night,0.9166666666666666,350.0,Small,Fast Food,3,8.731981938347694,1
fast,2,1590,1,675,675,16.0,13.0,10.0,5806.0,1.4545454545454546,Friday,5,Morning,0.7647058823529411,795.0,Small,Fast Food,2,8.66681936537205,1
pizza,3,2248,3,450,1299,11.0,11.0,13.0,5091.0,0.7857142857142857,Saturday,5,Morning,0.9166666666666666,749.3333333333334,Medium,Italian,2,8.535425959677298,1
sushi,5,5695,4,699,2399,18.0,17.0,29.0,5186.0,0.6,Sunday,1,Night,0.8947368421052632,1139.0,Medium,Asian,3,8.553910774351401,1
salad,5,5925,3,975,1325,14.0,15.0,22.0,5274.0,0.6086956521739131,Wednesday,19,Evening,1.0,1185.0,Medium,Healthy,1,8.570733958344267,1
salad,1,1125,1,700,700,27.0,26.0,34.0,6223.0,0.7714285714285715,Tuesday,20,Evening,0.9285714285714286,1125.0,Small,Healthy,1,8.736168065858228,1
salad,4,3575,3,250,1150,30.0,30.0,48.0,6359.0,0.6122448979591837,Tuesday,20,Evening,0.967741935483871,893.75,Medium,Healthy,1,8.757783656334167,1
salad,1,1350,1,700,700,63.0,63.0,96.0,5058.0,0.6494845360824743,Saturday,3,Night,0.984375,1350.0,Small,Healthy,3,8.528924114291936,1
salad,1,1000,1,700,700,17.0,19.0,26.0,5545.0,0.6296296296296297,Thursday,19,Evening,1.0555555555555556,1000.0,Small,Healthy,1,8.620832226175724,1
salad,2,2075,2,700,1125,39.0,32.0,32.0,4943.0,1.181818181818182,Sunday,1,Night,0.8,1037.5,Small,Healthy,3,8.505929999137527,1
salad,2,1675,2,350,1325,18.0,18.0,25.0,6059.0,0.6923076923076923,Friday,20,Evening,0.9473684210526316,837.5,Small,Healthy,1,8.70946507906336,1
salad,4,3748,4,245,1302,22.0,24.0,39.0,4936.0,0.55,Sunday,20,Evening,1.0434782608695652,937.0,Medium,Healthy,1,8.504513138258863,1
sushi,6,4800,3,550,1700,12.0,12.0,18.0,5129.0,0.631578947368421,Sunday,2,Night,0.9230769230769232,800.0,Medium,Asian,3,8.542860938164814,1
dessert,3,2415,2,525,945,2.0,6.0,11.0,5960.0,0.1666666666666666,Sunday,23,Night,2.0,805.0,Small,Desserts,3,8.692993531219926,1
fast,5,1697,5,128,536,1.0,0.0,0.0,6279.0,1.0,Tuesday,15,Afternoon,0.0,339.4,Medium,Fast Food,0,8.745125259462244,1
fast,2,766,1,383,383,4.0,3.0,5.0,5463.0,0.6666666666666666,Wednesday,16,Afternoon,0.6,383.0,Small,Fast Food,0,8.605936401250625,1
indian,2,998,2,399,599,18.0,9.0,15.0,5571.0,1.125,Thursday,3,Night,0.4736842105263157,499.0,Small,Indian,3,8.625509334899697,1
asian,3,2135,3,640,650,7.0,7.0,10.0,6207.0,0.6363636363636364,Tuesday,20,Evening,0.875,711.6666666666666,Medium,Asian,1,8.733594061863055,1
fast,6,1392,4,139,415,14.0,14.0,14.0,5591.0,0.9333333333333332,Tuesday,5,Morning,0.9333333333333332,232.0,Medium,Fast Food,2,8.629092283913646,1
fast,4,1620,4,100,741,0.0,0.0,0.0,5679.0,0.0,Thursday,3,Night,0.0,405.0,Medium,Fast Food,3,8.644706511715198,1
chinese,4,3765,4,795,1050,8.0,12.0,9.0,6001.0,0.8,Saturday,23,Night,1.3333333333333333,941.25,Medium,Asian,3,8.699848026000312,1
chinese,3,2720,3,850,975,22.0,15.0,30.0,4972.0,0.7096774193548387,Saturday,3,Night,0.6521739130434783,906.6666666666666,Medium,Asian,3,8.511778558714738,1
japanese,3,3060,2,395,1045,9.0,9.0,13.0,5580.0,0.6428571428571429,Sunday,2,Night,0.9,1020.0,Small,Asian,3,8.627123250788433,1
japanese,3,2585,2,495,1045,10.0,10.0,17.0,6138.0,0.5555555555555556,Sunday,2,Night,0.9090909090909092,861.6666666666666,Small,Asian,3,8.722417141427496,1
japanese,3,4010,2,1045,1045,12.0,12.0,19.0,5672.0,0.6,Saturday,3,Night,0.9230769230769232,1336.6666666666667,Small,Asian,3,8.643473357326567,1
japanese,1,1045,1,1045,1045,10.0,9.0,12.0,5728.0,0.7692307692307693,Wednesday,3,Night,0.8181818181818182,1045.0,Small,Asian,3,8.653296274408579,1
japanese,1,1045,1,1045,1045,11.0,11.0,15.0,4937.0,0.6875,Thursday,1,Night,0.9166666666666666,1045.0,Small,Asian,3,8.504715669905124,1
japanese,4,3175,4,395,1140,9.0,9.0,19.0,6111.0,0.45,Thursday,3,Night,0.9,793.75,Medium,Asian,3,8.718009330846357,1
japanese,1,1045,1,945,945,11.0,12.0,10.0,5933.0,1.0,Sunday,2,Night,1.0,1045.0,Small,Asian,3,8.688453800850768,1
japanese,1,1170,1,1045,1045,5.0,4.0,2.0,5103.0,1.6666666666666667,Friday,1,Night,0.6666666666666666,1170.0,Small,Asian,3,8.537779825024625,1
other,6,984,5,195,299,17.0,17.0,21.0,5313.0,0.7727272727272727,Saturday,1,Night,0.9444444444444444,164.0,Medium,Other,3,8.57810012631976,1
other,12,3855,8,195,595,6.0,5.0,12.0,5828.0,0.4615384615384615,Monday,20,Evening,0.7142857142857143,321.25,Large,Other,1,8.67060073804555,1
other,5,1975,4,95,495,13.0,13.0,25.0,5402.0,0.5,Tuesday,2,Night,0.9285714285714286,395.0,Medium,Other,3,8.594709633844065,1
other,14,2894,9,0,595,17.0,19.0,34.0,5633.0,0.4857142857142857,Tuesday,3,Night,1.0555555555555556,206.71428571428572,Large,Other,3,8.636574948436317,1
filipino,4,2796,4,499,799,15.0,13.0,12.0,5607.0,1.1538461538461535,Thursday,1,Night,0.8125,699.0,Medium,Asian,3,8.631949428714426,1
japanese,1,895,1,895,895,16.0,12.0,10.0,4978.0,1.4545454545454546,Monday,1,Night,0.7058823529411765,895.0,Small,Asian,3,8.512984346642183,1
japanese,4,3190,3,450,1045,10.0,10.0,15.0,6064.0,0.625,Sunday,2,Night,0.9090909090909092,797.5,Medium,Asian,3,8.71028982137815,1
japanese,3,3686,3,633,1127,17.0,14.0,22.0,6047.0,0.7391304347826086,Saturday,3,Night,0.7777777777777778,1228.6666666666667,Medium,Asian,3,8.70748291785937,1
american,2,1500,2,500,700,3.0,3.0,9.0,5767.0,0.3,Thursday,2,Night,0.75,750.0,Small,American,3,8.660080678964786,1
american,4,4240,4,695,1775,131.0,126.0,197.0,5084.0,0.6616161616161617,Saturday,2,Night,0.9545454545454546,1060.0,Medium,American,3,8.53405030848266,1
american,5,4525,4,325,1775,148.0,128.0,225.0,6264.0,0.6548672566371682,Saturday,2,Night,0.8590604026845637,905.0,Medium,American,3,8.742733867330168,1
american,2,3090,2,1195,1895,88.0,87.0,152.0,5072.0,0.5751633986928104,Saturday,5,Morning,0.9775280898876404,1545.0,Small,American,2,8.53168763756669,1
japanese,8,5585,4,275,1140,10.0,10.0,15.0,5606.0,0.625,Sunday,2,Night,0.9090909090909092,698.125,Medium,Asian,3,8.631771096123673,1
japanese,1,1970,1,1045,1045,12.0,13.0,19.0,5575.0,0.6,Sunday,2,Night,1.0,1970.0,Small,Asian,3,8.62622695244036,1
japanese,1,1790,1,1250,1209,14.0,11.0,29.0,5613.0,0.4666666666666667,Tuesday,2,Night,0.7333333333333333,1790.0,Small,Asian,3,8.633018756921828,1
japanese,2,2190,2,595,1045,18.0,18.0,19.0,4981.0,0.9,Saturday,3,Night,0.9473684210526316,1095.0,Small,Asian,3,8.513586695822125,1
japanese,3,2845,3,550,1150,10.0,10.0,24.0,5452.0,0.4,Monday,3,Night,0.9090909090909092,948.3333333333334,Medium,Asian,3,8.60392119492606,1
italian,3,2100,3,100,1050,49.0,36.0,65.0,6055.0,0.7424242424242424,Saturday,2,Night,0.72,700.0,Medium,Italian,3,8.708804795117285,1
american,3,3795,3,495,1625,37.0,46.0,48.0,5704.0,0.7551020408163265,Thursday,5,Morning,1.2105263157894737,1265.0,Medium,American,2,8.649098262296176,1
american,3,2825,2,475,1325,134.0,127.0,217.0,5815.0,0.6146788990825688,Monday,3,Night,0.9407407407407408,941.6666666666666,Small,American,3,8.668368019213355,1
american,2,1690,2,420,1095,52.0,49.0,70.0,5232.0,0.7323943661971831,Monday,19,Evening,0.9245283018867924,845.0,Small,American,1,8.562740006372207,1
american,2,1625,2,475,750,145.0,124.0,213.0,5047.0,0.677570093457944,Saturday,2,Night,0.8493150684931506,812.5,Small,American,3,8.52674740422105,1
american,2,2675,2,1125,1550,40.0,51.0,62.0,5596.0,0.6349206349206349,Sunday,0,Night,1.2439024390243902,1337.5,Small,American,3,8.62998601889136,1
american,6,5480,6,325,1095,53.0,65.0,92.0,4985.0,0.5698924731182796,Sunday,5,Morning,1.2037037037037035,913.3333333333334,Medium,American,2,8.514389264083503,1
american,8,5910,6,325,1595,82.0,81.0,108.0,5025.0,0.7522935779816514,Wednesday,3,Night,0.9759036144578314,738.75,Medium,American,3,8.522379718103538,1
american,6,4275,6,250,1025,102.0,88.0,117.0,5214.0,0.864406779661017,Saturday,1,Night,0.8543689320388349,712.5,Medium,American,3,8.559294367434873,1
american,3,1785,3,295,895,48.0,33.0,33.0,6127.0,1.411764705882353,Wednesday,21,Evening,0.673469387755102,595.0,Medium,American,1,8.720623711420426,1
american,3,4240,3,1150,1595,75.0,80.0,167.0,5545.0,0.4464285714285714,Monday,3,Night,1.0526315789473684,1413.3333333333333,Medium,American,3,8.620832226175724,1
american,4,3795,4,375,1895,80.0,81.0,154.0,6203.0,0.5161290322580645,Monday,1,Night,1.0,948.75,Medium,American,3,8.73294952429643,1
american,3,1915,3,325,895,73.0,76.0,193.0,5810.0,0.3762886597938144,Monday,2,Night,1.027027027027027,638.3333333333334,Medium,American,3,8.667507952075105,1
american,5,4375,4,575,1150,89.0,78.0,102.0,5330.0,0.8640776699029126,Monday,1,Night,0.8666666666666667,875.0,Medium,American,3,8.581294116822761,1
american,2,2451,2,526,1687,128.0,120.0,223.0,5539.0,0.5714285714285714,Monday,2,Night,0.9302325581395348,1225.5,Small,American,3,8.61974977974133,1
thai,4,4025,4,800,1100,18.0,19.0,30.0,5023.0,0.5806451612903226,Thursday,19,Evening,1.0,1006.25,Medium,Asian,1,8.521981708148035,1
thai,6,4190,5,100,1390,36.0,35.0,68.0,5478.0,0.5217391304347826,Monday,2,Night,0.945945945945946,698.3333333333334,Medium,Asian,3,8.608677881538416,1
american,3,4637,3,999,2369,30.0,30.0,56.0,5859.0,0.5263157894736842,Monday,1,Night,0.967741935483871,1545.6666666666667,Medium,American,3,8.675904882571059,1
mexican,5,1975,4,235,805,4.0,3.0,4.0,5697.0,0.8,Wednesday,4,Night,0.6,395.0,Medium,Mexican,3,8.647870515057853,1
japanese,3,2195,3,450,1050,10.0,16.0,19.0,5532.0,0.5,Sunday,3,Night,1.4545454545454546,731.6666666666666,Medium,Asian,3,8.618485442898109,1
convenience-store,2,474,2,164,199,6.0,7.0,5.0,6378.0,1.0,Tuesday,23,Night,1.0,237.0,Small,Other,3,8.760766624241956,1
convenience-store,2,798,2,99,399,18.0,13.0,11.0,5051.0,1.5,Saturday,21,Evening,0.6842105263157895,399.0,Small,Other,1,8.527539483470381,1
japanese,2,950,2,450,500,15.0,13.0,17.0,5359.0,0.8333333333333334,Saturday,3,Night,0.8125,475.0,Small,Asian,3,8.586719254064848,1
japanese,1,1800,1,1800,1800,12.0,13.0,19.0,5240.0,0.6,Friday,3,Night,1.0,1800.0,Small,Asian,3,8.564267598802166,1
japanese,1,1200,1,1200,1200,12.0,10.0,9.0,5467.0,1.2,Tuesday,4,Night,0.7692307692307693,1200.0,Small,Asian,3,8.60666819784384,1
pizza,1,1200,1,950,950,18.0,22.0,43.0,5627.0,0.4090909090909091,Sunday,23,Night,1.1578947368421053,1200.0,Small,Italian,3,8.63550941823428,1
japanese,5,4175,5,500,1075,23.0,24.0,42.0,5067.0,0.5348837209302325,Saturday,3,Night,1.0,835.0,Medium,Asian,3,8.53070154144103,1
pizza,5,4950,5,500,1250,39.0,39.0,80.0,5814.0,0.4814814814814814,Monday,4,Night,0.975,990.0,Medium,Italian,3,8.668196064952765,1
chinese,4,4850,4,1050,1300,22.0,23.0,36.0,5103.0,0.5945945945945946,Sunday,23,Night,1.0,1212.5,Medium,Asian,3,8.537779825024625,1
japanese,2,1950,2,650,1300,27.0,27.0,39.0,5410.0,0.675,Monday,3,Night,0.9642857142857144,975.0,Small,Asian,3,8.596189197642735,1
indian,7,2348,4,100,899,17.0,16.0,41.0,6017.0,0.4047619047619047,Saturday,3,Night,0.8888888888888888,335.42857142857144,Medium,Indian,3,8.70251025718999,1
indian,4,3296,3,799,899,17.0,17.0,41.0,5652.0,0.4047619047619047,Saturday,3,Night,0.9444444444444444,824.0,Medium,Indian,3,8.63994165667529,1
italian,12,5191,11,100,899,17.0,17.0,23.0,5417.0,0.7083333333333334,Monday,0,Night,0.9444444444444444,432.5833333333333,Large,Italian,3,8.59748202264504,1
pizza,3,2600,3,500,1000,31.0,33.0,65.0,5443.0,0.4696969696969697,Monday,2,Night,1.03125,866.6666666666666,Medium,Italian,3,8.602269363771356,1
pizza,4,3850,4,550,1050,32.0,34.0,56.0,5238.0,0.5614035087719298,Thursday,1,Night,1.0303030303030305,962.5,Medium,Italian,3,8.56388591940822,1
american,2,1738,2,349,1389,2.0,2.0,1.0,6312.0,1.0,Monday,17,Evening,0.6666666666666666,869.0,Small,American,1,8.750366278367625,1
american,2,1486,2,289,799,1.0,0.0,1.0,5765.0,0.5,Tuesday,17,Evening,0.0,743.0,Small,American,1,8.659733878198347,1
asian,4,3043,4,250,1199,36.0,23.0,35.0,4954.0,1.0,Monday,1,Night,0.6216216216216216,760.75,Medium,Asian,3,8.508152446764088,1
asian,1,894,1,894,894,52.0,49.0,83.0,5813.0,0.6190476190476191,Sunday,3,Night,0.9245283018867924,894.0,Small,Asian,3,8.668024081118821,1
asian,2,1788,1,894,894,51.0,51.0,97.0,5653.0,0.5204081632653061,Saturday,4,Night,0.9807692307692308,894.0,Small,Asian,3,8.640118538253535,1
sandwich,5,2378,4,165,1205,61.0,60.0,59.0,5506.0,1.0166666666666666,Thursday,3,Night,0.967741935483871,475.6,Medium,Fast Food,3,8.613775289262481,1
sandwich,2,2465,2,1095,1150,10.0,10.0,10.0,6286.0,0.9090909090909092,Thursday,18,Evening,0.9090909090909092,1232.5,Small,Fast Food,1,8.74623928838306,1
sandwich,1,1290,1,995,995,54.0,54.0,65.0,5741.0,0.8181818181818182,Thursday,3,Night,0.9818181818181818,1290.0,Small,Fast Food,3,8.655562860681009,1
sandwich,5,5970,2,1150,1205,25.0,24.0,24.0,4934.0,1.0,Friday,1,Night,0.9230769230769232,1194.0,Small,Fast Food,3,8.504107951867582,1
sandwich,3,3803,3,1018,1095,42.0,42.0,58.0,5682.0,0.711864406779661,Monday,1,Night,0.9767441860465116,1267.6666666666667,Medium,Fast Food,3,8.645234541297121,1
pizza,1,600,1,400,400,17.0,22.0,41.0,5968.0,0.4047619047619047,Monday,0,Night,1.2222222222222223,600.0,Small,Italian,3,8.69433468816865,1
pizza,4,3400,4,500,1250,36.0,36.0,95.0,6366.0,0.375,Monday,2,Night,0.972972972972973,850.0,Medium,Italian,3,8.758883680017025,1
pizza,2,1950,2,950,1000,49.0,50.0,74.0,5187.0,0.6533333333333333,Thursday,3,Night,1.0,975.0,Small,Italian,3,8.554103545436334,1
pizza,2,1100,2,500,600,31.0,34.0,79.0,5068.0,0.3875,Monday,2,Night,1.0625,550.0,Small,Italian,3,8.53089883847235,1
pizza,2,2400,2,1000,1100,32.0,33.0,66.0,5093.0,0.4776119402985074,Monday,2,Night,1.0,1200.0,Small,Italian,3,8.535818655539403,1
pizza,2,1900,2,550,1100,42.0,42.0,83.0,5357.0,0.5,Monday,4,Night,0.9767441860465116,950.0,Small,Italian,3,8.586346050104554,1
pizza,2,2200,2,1000,1050,49.0,50.0,74.0,5427.0,0.6533333333333333,Thursday,3,Night,1.0,1100.0,Small,Italian,3,8.59932602095476,1
sandwich,2,2630,2,1260,1370,16.0,16.0,31.0,5584.0,0.5,Sunday,20,Evening,0.9411764705882352,1315.0,Small,Fast Food,1,8.6278397115033,1
sandwich,4,2571,4,193,1150,47.0,46.0,82.0,6035.0,0.5662650602409639,Monday,1,Night,0.9583333333333334,642.75,Medium,Fast Food,3,8.70549681988774,1
sandwich,2,2917,2,1062,1205,45.0,45.0,50.0,5196.0,0.8823529411764706,Friday,1,Night,0.9782608695652174,1458.5,Small,Fast Food,3,8.555836815008442,1
pizza,5,5750,5,850,1100,55.0,55.0,82.0,6110.0,0.6626506024096386,Sunday,2,Night,0.9821428571428572,1150.0,Medium,Italian,3,8.717845704894916,1
japanese,2,1925,2,850,1075,45.0,42.0,69.0,6372.0,0.6428571428571429,Thursday,19,Evening,0.9130434782608696,962.5,Small,Asian,1,8.759825595314295,1
hawaiian,3,2190,3,200,1425,77.0,79.0,118.0,5098.0,0.6470588235294118,Saturday,4,Night,1.0128205128205128,730.0,Medium,Other,3,8.536799721055155,1
