Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List_0,Ingredients_List_1,Ingredients_List_2,Ingredients_List_3,Ingredients_List_4,Preparation_Steps_0_0,Preparation_Steps_0_1,Preparation_Steps_0_2,Preparation_Steps_0_3,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R3514,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,66,Easy,U484,None,4,Feedback 3514,2024-12-02,Summer,Dinner,5,392,Gluten,17.0,56,No
R3515,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,47,Medium,U550,Gluten-Free,5,Feedback 3515,2024-05-11,Winter,Lunch,4,687,None,8.0,297,No
R3516,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,55,Hard,U576,Vegetarian,1,Feedback 3516,2024-11-16,Spring,Party,5,557,Dairy,14.0,384,Yes
R3517,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,47,Hard,U113,Vegetarian,5,Feedback 3517,2024-10-31,Winter,Lunch,1,326,Dairy,8.0,103,Yes
R3518,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,56,Easy,U321,Vegan,3,Feedback 3518,2024-04-30,Spring,Dinner,2,459,Soy,6.0,174,Yes
R3519,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,50,Hard,U340,Vegetarian,2,Feedback 3519,2024-12-02,Fall,Casual,3,626,Dairy,11.0,155,Yes
R3520,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,76,Hard,U490,Vegetarian,2,Feedback 3520,2024-03-22,Fall,Lunch,1,770,Dairy,6.0,239,No
R3521,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,23,Easy,U322,None,3,Feedback 3521,2024-08-14,Summer,Lunch,1,613,Gluten,12.0,82,Yes
R3522,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,86,Medium,U234,None,5,Feedback 3522,2024-10-20,Fall,Party,1,455,None,14.0,420,Yes
R3523,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,57,Easy,U184,Vegan,4,Feedback 3523,2024-09-13,Spring,Casual,1,680,Soy,20.0,385,No
R3524,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,45,Easy,U404,None,5,Feedback 3524,2024-12-28,Summer,Dinner,1,273,Gluten,16.0,426,Yes
R3525,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,16,Medium,U831,Gluten-Free,3,Feedback 3525,2024-02-10,Fall,Lunch,3,715,None,15.0,275,Yes
R3526,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,82,Medium,U473,None,2,Feedback 3526,2024-03-22,Spring,Lunch,4,462,None,8.0,494,No
R3527,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,72,Easy,U794,None,3,Feedback 3527,2024-06-03,Summer,Party,6,375,Gluten,13.0,281,Yes
R3528,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,16,Easy,U697,Vegan,4,Feedback 3528,2024-05-30,Fall,Dinner,5,330,Soy,10.0,136,No
R3529,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,51,Medium,U942,Gluten-Free,5,Feedback 3529,2024-11-03,Summer,Casual,1,562,None,12.0,427,No
R3530,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,86,Easy,U832,None,1,Feedback 3530,2024-12-26,Fall,Casual,3,627,Gluten,6.0,500,No
R3531,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,57,Medium,U104,None,3,Feedback 3531,2024-04-29,Fall,Casual,6,332,None,15.0,352,No
R3532,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,84,Medium,U475,Gluten-Free,3,Feedback 3532,2024-02-23,Summer,Party,1,264,None,17.0,63,Yes
R3533,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,61,Medium,U535,None,1,Feedback 3533,2024-06-20,Fall,Dinner,1,541,None,17.0,279,Yes
R3534,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,42,Hard,U659,Vegetarian,3,Feedback 3534,2024-12-04,Fall,Dinner,3,453,Dairy,16.0,259,No
R3535,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,49,Medium,U691,None,2,Feedback 3535,2024-04-02,Spring,Party,4,310,None,10.0,117,No
R3536,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,68,Easy,U183,Vegan,2,Feedback 3536,2024-08-13,Summer,Casual,5,482,Soy,16.0,437,No
R3537,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,73,Easy,U680,None,5,Feedback 3537,2024-09-30,Spring,Party,2,584,Gluten,5.0,297,Yes
R3538,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,36,Easy,U626,None,4,Feedback 3538,2024-07-03,Summer,Casual,6,720,Gluten,14.0,377,No
R3539,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,81,Medium,U309,Gluten-Free,5,Feedback 3539,2024-07-26,Spring,Dinner,4,659,None,12.0,295,Yes
R3540,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,68,Easy,U467,None,4,Feedback 3540,2024-08-28,Spring,Lunch,3,605,Gluten,10.0,257,Yes
R3541,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,80,Medium,U873,None,4,Feedback 3541,2024-08-26,Spring,Party,4,227,None,12.0,236,No
R3542,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,21,Hard,U107,Vegetarian,4,Feedback 3542,2024-06-24,Winter,Lunch,3,748,Dairy,13.0,273,Yes
R3543,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,40,Medium,U767,None,1,Feedback 3543,2024-03-06,Spring,Lunch,5,306,None,8.0,495,Yes
R3544,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,77,Easy,U337,Vegan,4,Feedback 3544,2024-04-30,Winter,Casual,1,421,Soy,17.0,247,Yes
R3545,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,90,Hard,U459,Vegetarian,1,Feedback 3545,2024-01-12,Winter,Lunch,4,642,Dairy,5.0,401,Yes
R3546,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,75,Medium,U361,None,4,Feedback 3546,2024-09-12,Fall,Party,5,466,None,20.0,52,No
R3547,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,64,Medium,U579,None,2,Feedback 3547,2024-03-04,Summer,Dinner,5,613,None,16.0,226,Yes
R3548,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,63,Easy,U385,Vegan,1,Feedback 3548,2024-07-23,Summer,Casual,2,440,Soy,12.0,56,Yes
R3549,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,57,Medium,U674,Gluten-Free,1,Feedback 3549,2024-11-01,Fall,Party,3,219,None,6.0,247,No
R3550,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,26,Hard,U652,Vegetarian,1,Feedback 3550,2024-07-19,Fall,Dinner,4,731,Dairy,20.0,489,Yes
R3551,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,78,Medium,U670,Gluten-Free,1,Feedback 3551,2024-01-31,Fall,Dinner,1,556,None,7.0,391,No
R3552,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,88,Easy,U486,Vegan,4,Feedback 3552,2024-06-03,Fall,Dinner,4,388,Soy,10.0,339,Yes
R3553,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,87,Easy,U959,None,4,Feedback 3553,2024-02-16,Summer,Party,4,223,Gluten,20.0,183,Yes
R3554,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,34,Medium,U277,None,3,Feedback 3554,2024-08-05,Fall,Lunch,5,326,None,15.0,305,Yes
R3555,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,51,Medium,U370,None,5,Feedback 3555,2024-08-26,Spring,Lunch,3,780,None,10.0,456,No
R3556,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,34,Medium,U474,None,2,Feedback 3556,2024-03-06,Winter,Lunch,3,237,None,19.0,456,No
R3557,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,51,Medium,U290,None,2,Feedback 3557,2024-09-06,Fall,Party,4,775,None,11.0,371,No
R3558,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,38,Easy,U210,Vegan,1,Feedback 3558,2024-11-29,Winter,Party,5,770,Soy,5.0,434,Yes
R3559,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,59,Hard,U491,Vegetarian,4,Feedback 3559,2024-03-18,Summer,Party,5,644,Dairy,16.0,450,No
R3560,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,47,Easy,U674,Vegan,3,Feedback 3560,2024-11-29,Fall,Party,1,666,Soy,7.0,291,No
R3561,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,25,Easy,U800,None,3,Feedback 3561,2024-10-01,Winter,Party,5,480,Gluten,19.0,342,No
R3562,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,82,Easy,U935,Vegan,2,Feedback 3562,2024-01-29,Spring,Party,6,473,Soy,6.0,293,Yes
R3563,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,52,Hard,U422,Vegetarian,5,Feedback 3563,2024-01-21,Spring,Dinner,3,783,Dairy,8.0,440,No
R3564,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,33,Medium,U622,None,3,Feedback 3564,2024-05-07,Winter,Lunch,2,270,None,8.0,469,No
R3565,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,25,Easy,U709,Vegan,2,Feedback 3565,2024-12-11,Winter,Party,3,236,Soy,18.0,197,No
R3566,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,70,Hard,U702,Vegetarian,1,Feedback 3566,2024-09-09,Summer,Party,2,589,Dairy,7.0,291,No
R3567,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,67,Easy,U553,None,3,Feedback 3567,2024-01-28,Summer,Lunch,4,255,Gluten,14.0,260,No
R3568,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,69,Medium,U968,Gluten-Free,4,Feedback 3568,2024-05-30,Winter,Casual,1,797,None,10.0,96,No
R3569,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,60,Medium,U161,None,2,Feedback 3569,2024-02-04,Summer,Dinner,4,214,None,12.0,167,No
R3570,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,52,Hard,U876,Vegetarian,4,Feedback 3570,2024-02-06,Winter,Casual,3,200,Dairy,18.0,148,Yes
R3571,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,75,Easy,U325,None,5,Feedback 3571,2024-12-18,Fall,Casual,3,379,Gluten,15.0,61,Yes
R3572,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,27,Medium,U469,None,2,Feedback 3572,2024-09-21,Spring,Lunch,2,721,None,14.0,377,No
R3573,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,64,Medium,U694,Gluten-Free,4,Feedback 3573,2024-05-09,Fall,Dinner,5,447,None,17.0,196,Yes
R3574,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,43,Hard,U624,Vegetarian,4,Feedback 3574,2024-02-21,Spring,Lunch,6,264,Dairy,6.0,399,Yes
R3575,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,52,Medium,U447,None,2,Feedback 3575,2024-05-25,Spring,Lunch,2,498,None,19.0,55,Yes
R3576,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,51,Medium,U829,None,1,Feedback 3576,2024-02-02,Summer,Party,2,782,None,19.0,323,Yes
R3577,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,46,Easy,U149,Vegan,4,Feedback 3577,2024-03-04,Fall,Casual,5,728,Soy,7.0,245,Yes
R3578,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,43,Easy,U538,None,2,Feedback 3578,2024-11-17,Fall,Dinner,4,414,Gluten,13.0,454,No
R3579,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,54,Easy,U679,None,2,Feedback 3579,2024-03-16,Spring,Casual,1,557,Gluten,13.0,73,No
R3580,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,27,Medium,U841,Gluten-Free,4,Feedback 3580,2024-09-03,Winter,Party,4,585,None,5.0,471,No
R3581,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,90,Easy,U514,Vegan,2,Feedback 3581,2024-04-12,Winter,Dinner,1,202,Soy,19.0,491,Yes
R3582,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,77,Easy,U744,Vegan,2,Feedback 3582,2024-11-16,Summer,Casual,5,713,Soy,8.0,255,Yes
R3583,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,39,Easy,U903,Vegan,3,Feedback 3583,2024-11-24,Spring,Casual,4,440,Soy,8.0,449,No
R3584,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,44,Medium,U224,None,1,Feedback 3584,2024-06-12,Spring,Casual,1,721,None,8.0,84,No
R3585,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,46,Hard,U514,Vegetarian,1,Feedback 3585,2024-08-25,Summer,Dinner,3,703,Dairy,7.0,375,Yes
R3586,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,25,Medium,U403,Gluten-Free,3,Feedback 3586,2024-08-15,Winter,Lunch,1,571,None,18.0,242,No
R3587,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,37,Easy,U785,Vegan,3,Feedback 3587,2024-04-01,Summer,Dinner,3,401,Soy,20.0,173,No
R3588,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,31,Medium,U844,None,2,Feedback 3588,2024-08-16,Summer,Dinner,3,623,None,9.0,390,No
R3589,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,17,Hard,U136,Vegetarian,2,Feedback 3589,2024-07-27,Winter,Party,3,352,Dairy,19.0,443,Yes
R3590,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,28,Hard,U655,Vegetarian,5,Feedback 3590,2024-08-18,Summer,Lunch,4,355,Dairy,20.0,172,Yes
R3591,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,38,Hard,U653,Vegetarian,1,Feedback 3591,2024-02-09,Spring,Dinner,2,351,Dairy,13.0,318,No
R3592,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,57,Easy,U214,None,3,Feedback 3592,2024-06-01,Summer,Party,1,604,Gluten,16.0,271,No
R3593,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,24,Medium,U415,None,2,Feedback 3593,2024-05-14,Fall,Dinner,1,722,None,14.0,300,Yes
R3594,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,20,Medium,U816,Gluten-Free,3,Feedback 3594,2024-01-31,Winter,Dinner,1,687,None,8.0,411,Yes
R3595,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,48,Medium,U162,None,4,Feedback 3595,2024-09-13,Fall,Dinner,5,542,None,5.0,208,No
R3596,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,57,Hard,U725,Vegetarian,2,Feedback 3596,2024-01-31,Fall,Lunch,6,372,Dairy,6.0,202,Yes
R3597,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,25,Hard,U651,Vegetarian,1,Feedback 3597,2024-04-19,Summer,Dinner,4,497,Dairy,12.0,423,No
R3598,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,36,Easy,U342,Vegan,5,Feedback 3598,2024-03-01,Fall,Casual,4,785,Soy,10.0,195,No
R3599,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,37,Easy,U522,None,4,Feedback 3599,2024-10-04,Fall,Lunch,2,754,Gluten,16.0,432,Yes
R3600,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,43,Medium,U548,Gluten-Free,2,Feedback 3600,2024-06-27,Summer,Dinner,6,721,None,11.0,68,Yes
R3601,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,33,Easy,U781,Vegan,4,Feedback 3601,2024-06-15,Winter,Dinner,2,458,Soy,12.0,52,No
R3602,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,20,Easy,U608,Vegan,1,Feedback 3602,2024-02-26,Spring,Lunch,6,651,Soy,20.0,479,Yes
R3603,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,88,Medium,U288,None,5,Feedback 3603,2024-08-23,Spring,Dinner,2,246,None,11.0,300,No
R3604,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,27,Hard,U917,Vegetarian,1,Feedback 3604,2024-06-26,Spring,Lunch,6,326,Dairy,18.0,167,No
R3605,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,26,Easy,U519,Vegan,2,Feedback 3605,2024-03-03,Spring,Dinner,5,307,Soy,19.0,406,No
R3606,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,20,Medium,U500,Gluten-Free,3,Feedback 3606,2024-01-07,Summer,Party,2,235,None,8.0,75,Yes
R3607,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,90,Medium,U317,None,3,Feedback 3607,2024-09-18,Winter,Party,4,736,None,11.0,458,No
R3608,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,27,Medium,U855,Gluten-Free,5,Feedback 3608,2024-12-19,Winter,Lunch,3,389,None,16.0,435,Yes
R3609,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,48,Medium,U722,None,3,Feedback 3609,2024-06-12,Summer,Lunch,3,366,None,12.0,319,No
R3610,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,50,Easy,U133,Vegan,5,Feedback 3610,2024-06-10,Summer,Casual,1,301,Soy,9.0,76,No
R3611,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,89,Easy,U794,Vegan,4,Feedback 3611,2024-10-10,Fall,Party,6,483,Soy,10.0,496,No
R3612,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,90,Easy,U464,None,5,Feedback 3612,2024-11-11,Summer,Dinner,1,358,Gluten,14.0,92,Yes
R3613,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,74,Medium,U559,Gluten-Free,3,Feedback 3613,2024-08-30,Winter,Casual,4,322,None,11.0,271,Yes
R3614,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,72,Easy,U274,Vegan,2,Feedback 3614,2024-10-27,Fall,Party,4,311,Soy,15.0,138,No
R3615,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,61,Easy,U942,None,3,Feedback 3615,2024-01-17,Spring,Casual,3,548,Gluten,6.0,302,Yes
R3616,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,69,Medium,U961,Gluten-Free,3,Feedback 3616,2024-06-01,Winter,Party,2,677,None,20.0,166,No
R3617,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,50,Hard,U460,Vegetarian,1,Feedback 3617,2024-12-23,Fall,Lunch,4,796,Dairy,15.0,479,Yes
R3618,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,37,Medium,U200,Gluten-Free,2,Feedback 3618,2024-09-19,Spring,Party,6,482,None,8.0,260,No
R3619,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,39,Hard,U769,Vegetarian,3,Feedback 3619,2024-03-22,Fall,Casual,2,688,Dairy,16.0,221,No
